Model,Year,Status,Mileage,Price,MSRP
2023 Acura MDX Technology,2023,Used,1.0150 mi.,$54.52_),Not specified
2021 Acura TLX Advance,2021,Acura Certified,8.1310 mi.,$43.59_),Not specified
2022 Acura RDX Technology Package,2022,New,Not available,$47.15_),Not specified
2018 Acura RDX AcuraWatch Plus Package,2018,Used,38.0660 mi.,$26.50_),Not specified
2023 Acura RDX Technology Package,2023,New,Not available,$45.99_),Not specified
2020 Acura RDX Advance Package,2020,Used,56.7850 mi.,$36.94_),Not specified
2023 Acura Integra A-Spec,2023,New,Not available,$34.49_),Not specified
2021 Acura ILX Base,2021,Acura Certified,13.9390 mi.,$27.28_),Not specified
2022 Acura MDX Advance,2022,New,Not available,$63.49_),Not specified
2007 Acura TL Type S w/Navigation,2007,Used,216.2840 mi.,$7.90_),Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$38.09_),MSRP $38.095
2020 Acura RDX A-Spec,2020,Used,43.3510 mi.,$37.90_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$58.24_),MSRP $58.245
2020 Acura RDX Technology Package,2020,Used,28.1520 mi.,$35.84_),$1.151 price drop
2023 Acura TLX Type S,2023,New,Not available,$58.15_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$58.24_),Not specified
2019 Acura MDX 3.5L,2019,Used,44.3370 mi.,$29.70_),Not specified
2023 Acura Integra A-Spec,2023,New,Not available,$35.09_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,22.6130 mi.,$38.30_),$700 price drop
2019 Acura MDX 3.5L w/Technology Package,2019,Used,57.5520 mi.,$32_),$3.000 price drop
2023 Acura RDX A-Spec Advance,2023,New,Not available,$55.34_),MSRP $55.345
2010 Acura TSX 2.4,2010,Used,81.7550 mi.,$15_),Not specified
2020 Acura RDX Technology Package,2020,Used,38.8030 mi.,$33.99_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$47.49_),MSRP $47.495
2016 Acura MDX 3.5L,2016,Used,89.3720 mi.,$22.18_),Not specified
2023 Acura TLX Technology,2023,New,Not available,$45.65_),MSRP $45.645
2023 Acura TLX Tech,2023,New,Not available,$45.65_),MSRP $45.645
2015 Acura MDX 3.5L,2015,Used,57.1940 mi.,$24_),Not specified
2007 Acura MDX ,2007,Used,147.4910 mi.,$8.99_),Not specified
2021 Acura RDX A-Spec,2021,Used,25.4590 mi.,$39.90_),$100 price drop
2019 Acura MDX 3.5L w/Technology Package,2019,Used,35.6910 mi.,$32.50_),Not specified
2018 Acura TLX V6 A-Spec,2018,Used,94.7230 mi.,$24.22_),$672 price drop
2019 Acura RDX Technology Package,2019,Used,27.3960 mi.,$31.89_),Not specified
2016 Acura MDX 3.5L,2016,Used,102.9390 mi.,$19.99_),Not specified
2023 Acura RDX A-Spec,2023,New,Not available,$51.20_),MSRP $51.195
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),Not specified
2020 Acura RDX Technology Package,2020,Acura Certified,34.440 mi.,$37.99_),Not specified
2020 Acura MDX 3.5L w/Advance Package,2020,Used,36.6720 mi.,$41_),Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),Not specified
2011 Acura TSX 2.4,2011,Used,80.1580 mi.,$16_),Not specified
2020 Acura RDX A-Spec,2020,Used,36.3240 mi.,$38_),$1.000 price drop
2023 Acura TLX A-Spec,2023,New,Not available,$47.99_),MSRP $47.995
2019 Acura MDX 3.5L w/Technology Package,2019,Acura Certified,63.0770 mi.,$28.99_),Not specified
2018 Acura MDX 3.5L,2018,Used,131.7440 mi.,$29_),Not specified
2003 Acura RSX Base,2003,Used,150.0 mi.,$4_),Not specified
2020 Acura RDX A-Spec,2020,Acura Certified,29.2750 mi.,$41_),Not specified
2019 Acura RDX Base,2019,Used,37.270 mi.,$30_),$1.000 price drop
2014 Acura RDX Technology,2014,Used,55.6630 mi.,$20_),Not specified
2015 Acura TLX V6 Tech,2015,Used,73.2890 mi.,$19.89_),Not specified
2009 Acura MDX Sport,2009,Used,124.0040 mi.,$11.99_),Not specified
2022 Acura MDX w/Technology Package,2022,Used,14.8290 mi.,$54_),Not specified
2022 Acura TLX Technology,2022,New,Not available,$44.49_),Not specified
2019 Acura RDX Advance Package,2019,Used,43.3930 mi.,$31.72_),Not specified
2020 Acura MDX 3.5L Technology & A-Spec Pkgs,2020,Used,37.2130 mi.,$38.99_),Not specified
2006 Acura TL ,2006,Used,209.1130 mi.,$5.95_),Not specified
2020 Acura MDX 3.5L w/Advance & Entertainment Pkgs,2020,Acura Certified,23.1460 mi.,$39_),$3.386 price drop
2011 Acura MDX 3.7L,2011,Used,94.7350 mi.,$14.57_),Not specified
2023 Acura MDX Base,2023,New,Not available,$51.24_),MSRP $51.245
2019 Acura RDX Advance Package,2019,Used,67.8170 mi.,$30_),$1.500 price drop
2023 Acura Integra Base,2023,New,Not available,$33.09_),MSRP $33.095
2014 Acura RLX Technology Package,2014,Used,51.4840 mi.,$21.99_),Not specified
2023 Acura TLX Tech,2023,New,Not available,$44.74_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$50.59_),MSRP $50.595
2020 Acura MDX 3.5L w/Technology Package,2020,Acura Certified,30.1460 mi.,$36.89_),Not specified
2006 Acura TSX ,2006,Used,134.150 mi.,$7_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$55.95_),Not specified
2020 Acura RDX Base,2020,Used,31.0640 mi.,$32.12_),$1.106 price drop
2018 Acura ILX Base,2018,Used,112.210 mi.,$17_),Not specified
2018 Acura ILX Base,2018,Used,61.6350 mi.,$18.50_),Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),MSRP $37.395
2020 Acura RDX Technology Package,2020,Used,17.7160 mi.,$34.49_),Not specified
2010 Acura MDX 3.7L Technology,2010,Used,180.0 mi.,$6.90_),Not specified
2023 Acura RDX Technology Package,2023,New,Not available,$48.20_),MSRP $48.195
2020 Acura MDX 3.5L,2020,Used,36.8470 mi.,$32.48_),$500 price drop
2020 Acura MDX 3.5L w/Technology Package,2020,Used,35.1510 mi.,$32.99_),Not specified
2020 Acura MDX 3.5L,2020,Used,56.5190 mi.,$29.32_),$360 price drop
2023 Acura MDX A-Spec,2023,New,Not available,$61.74_),Not specified
2021 Acura RDX ,2021,Used,23.9770 mi.,$41.28_),$600 price drop
2019 Acura RDX Technology Package,2019,Used,35.4340 mi.,Not Priced,Not specified
2009 Acura MDX Sport,2009,Used,172.0 mi.,$7.50_),Not specified
2008 Acura TL Type S,2008,Used,211.1270 mi.,$12.04_),Not specified
2021 Acura RDX Technology Package,2021,Used,5.8280 mi.,$39_),Not specified
2023 Acura RDX A-Spec,2023,New,Not available,$48.70_),Not specified
2013 Acura TL 3.5,2013,Used,125.9030 mi.,$12.78_),$200 price drop
2023 Acura MDX Advance,2023,New,Not available,$65.19_),Not specified
2019 Acura TLX V6 Technology & A-Spec,2019,Used,57.8720 mi.,$31.50_),Not specified
2020 Acura MDX 3.5L,2020,Used,41.5230 mi.,$29.90_),Not specified
2019 Acura MDX 3.5L w/Advance Package,2019,Used,56.4110 mi.,$36.88_),Not specified
2007 Acura TL 3.2,2007,Used,123.7540 mi.,$9_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,23.1870 mi.,$37.78_),Not specified
2020 Acura TLX Technology,2020,Used,20.5460 mi.,$28.60_),Not specified
2020 Acura MDX 3.5L,2020,Acura Certified,44.7820 mi.,$29.99_),$1.911 price drop
2023 Acura TLX Technology,2023,New,Not available,$45.24_),MSRP $45.245
2016 Acura RDX Advance Package,2016,Used,140.510 mi.,$15.99_),$999 price drop
2019 Acura TLX V6,2019,Used,43.2770 mi.,$26.32_),Not specified
2022 Acura TLX Base,2022,Used,5.840 mi.,$35.79_),Not specified
2014 Acura MDX 3.5L Technology Package,2014,Used,103.0340 mi.,$17.39_),$336 price drop
2019 Acura ILX w/Premium Pkg,2019,Acura Certified,16.9350 mi.,$25_),$899 price drop
2009 Acura MDX Sport,2009,Used,147.350 mi.,$9.70_),Not specified
2020 Acura MDX 3.5L,2020,Used,48.8380 mi.,$30_),$900 price drop
2005 Acura RL SH-AWD,2005,Used,116.3850 mi.,$8_),Not specified
2022 Acura TLX A-Spec,2022,Used,116.0 mi.,$47_),Not specified
2020 Acura ILX Base,2020,Acura Certified,4.8270 mi.,$29_),Not specified
2020 Acura MDX 3.5L Technology & A-Spec Pkgs,2020,Acura Certified,19.8740 mi.,$40.30_),Not specified
2017 Acura TLX V6 w/Technology Package,2017,Used,57.2220 mi.,$24.18_),Not specified
2020 Acura MDX 3.5L Technology & A-Spec Pkgs,2020,Used,32.1610 mi.,$39.46_),Not specified
2019 Acura MDX 3.5L,2019,Used,42.3290 mi.,$34.69_),Not specified
2020 Acura MDX 3.5L,2020,Used,72.0410 mi.,$32_),Not specified
2020 Acura MDX 3.5L,2020,Used,42.4250 mi.,$32.85_),Not specified
2022 Acura MDX A-Spec,2022,Used,8.3550 mi.,$52.02_),$610 price drop
2019 Acura MDX 3.5L,2019,Used,32.9860 mi.,$32.50_),$925 price drop
2018 Acura MDX 3.5L w/Technology Package,2018,Used,43.4510 mi.,$24_),$2.101 price drop
2015 Acura MDX 3.5L Technology Package,2015,Used,69.5220 mi.,$20_),Not specified
2018 Acura MDX 3.5L,2018,Used,103.0940 mi.,$23_),Not specified
2016 Acura MDX 3.5L,2016,Used,113.9770 mi.,$15.99_),Not specified
2015 Acura MDX 3.5L Technology Package,2015,Used,117.3790 mi.,$17.80_),Not specified
2014 Acura MDX 3.5L,2014,Used,149.5870 mi.,$12.99_),Not specified
2019 Acura MDX 3.5L,2019,Used,80.6910 mi.,$20_),Not specified
2011 Acura MDX 3.7L Technology,2011,Used,169.8890 mi.,$8.99_),Not specified
2017 Acura MDX 3.5L w/Technology Package,2017,Used,79.5170 mi.,$26_),Not specified
2022 Acura MDX A-Spec,2022,Used,41.060 mi.,$48.43_),$1.012 price drop
2019 Acura MDX 3.5L,2019,Used,57.7990 mi.,$27.69_),$2.100 price drop
2020 Acura MDX 3.5L w/Technology Package,2020,Used,31.4680 mi.,$36.89_),Not specified
2013 Acura MDX 3.7L Technology,2013,Used,107.7680 mi.,$12.99_),Not specified
2019 Acura MDX 3.5L,2019,Used,78.3360 mi.,$26.78_),Not specified
2016 Acura MDX 3.5L w/Technology Package,2016,Used,67.8090 mi.,$23.94_),Not specified
2021 Acura RDX A-Spec,2021,Used,46.3780 mi.,$37.99_),Not specified
2023 Acura Integra A-Spec Technology,2023,Used,6.3720 mi.,$35.98_),Not specified
2019 Acura MDX 3.5L Technology & A-Spec Pkgs,2019,Used,40.730 mi.,$34.99_),Not specified
2023 Acura RDX A-Spec Advance Package,2023,New,Not available,$55.34_),MSRP $55.345
2012 Acura RDX Technology,2012,Used,108.8830 mi.,$12_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$58.24_),Not specified
2010 Acura TL Technology,2010,Used,117.3640 mi.,$9.95_),Not specified
2023 Acura TLX w/A-Spec Package,2023,New,Not available,$50.59_),Not specified
2023 Acura MDX Advance,2023,New,Not available,$64.69_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.74_),MSRP $61.745
2022 Acura ILX Base,2022,Used,4.150 mi.,$29_),Not specified
2023 Acura Integra w/A-Spec Package,2023,New,Not available,$35.09_),MSRP $35.095
2023 Acura Integra w/A-Spec Tech Package,2023,New,Not available,$38.09_),MSRP $38.095
2020 Acura MDX 3.5L w/Technology & Entertainment Pkgs,2020,Used,35.960 mi.,$32.99_),Not specified
2018 Acura RDX Advance Package,2018,Used,40.4150 mi.,$28.59_),$1.412 price drop
2020 Acura MDX 3.5L w/Technology Package,2020,Used,36.270 mi.,$35.93_),$629 price drop
2020 Acura RDX Technology Package,2020,Used,49.4120 mi.,$32.50_),$1.500 price drop
2023 Acura Integra w/A-Spec Package,2023,New,Not available,$34.40_),Not specified
2020 Acura MDX 3.5L,2020,Used,44.5090 mi.,$29.99_),Not specified
2023 Acura MDX w/Technology Package,2023,New,Not available,$58.15_),MSRP $58.145
2023 Acura MDX w/A-Spec Package,2023,Used,1.2380 mi.,Not Priced,Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,27.850 mi.,$36.99_),Not specified
2023 Acura Integra A-Spec,2023,New,Not available,$35.09_),Not specified
2019 Acura TLX FWD,2019,Used,43.5530 mi.,$25.99_),Not specified
2023 Acura MDX Advance,2023,New,Not available,$65.19_),MSRP $65.195
2023 Acura Integra A-Spec,2023,New,Not available,$35.09_),Not specified
2023 Acura Integra w/A-Spec Package,2023,New,Not available,$34.40_),MSRP $34.395
2020 Acura MDX 3.5L,2020,Used,43.40 mi.,$28.29_),$500 price drop
2019 Acura TLX V6,2019,Used,33.0810 mi.,$32_),Not specified
2016 Acura MDX ,2016,Used,94.9430 mi.,$23_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,34.6670 mi.,$35.90_),$1.000 price drop
2020 Acura RDX A-Spec,2020,Used,49.7930 mi.,$34.99_),Not specified
2021 Acura RDX Advance Package,2021,Used,25.230 mi.,$37.99_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,31.9080 mi.,$30_),Not specified
2020 Acura MDX 3.5L,2020,Used,26.0880 mi.,$31.67_),$1.540 price drop
2010 Acura TL Technology,2010,Used,121.0370 mi.,$12.99_),Not specified
2023 Acura RDX Technology Package,2023,New,Not available,$48.09_),Not specified
2013 Acura TL Technology,2013,Used,122.8770 mi.,$17_),Not specified
2020 Acura MDX 3.5L,2020,Used,24.7920 mi.,$33.91_),Not specified
2023 Acura Integra A-Spec,2023,New,Not available,$35.09_),Not specified
2019 Acura RDX Advance Package,2019,Used,29.6450 mi.,$32.95_),Not specified
2023 Acura MDX Type S w/Advance Package,2023,New,Not available,$74.39_),MSRP $74.395
2019 Acura RDX Technology Package,2019,Used,75.0820 mi.,$33_),Not specified
2016 Acura MDX 3.5L AcuraWatch Plus Package,2016,Used,50.3210 mi.,$22.90_),Not specified
2011 Acura TSX 2.4,2011,Used,126.6240 mi.,$9.80_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,71.3870 mi.,$29.99_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,46.3640 mi.,$30.49_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$49.70_),Not specified
2020 Acura RDX A-Spec,2020,Used,28.8480 mi.,$38.99_),Not specified
2020 Acura MDX 3.5L w/Advance Package,2020,Used,13.7020 mi.,$41.50_),$1.400 price drop
2017 Acura RDX ,2017,Used,92.5170 mi.,$24.90_),Not specified
2019 Acura MDX 3.5L Technology & A-Spec Pkgs,2019,Used,72.1330 mi.,$27.50_),$3.500 price drop
2019 Acura TLX FWD,2019,Used,25.0510 mi.,$27_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$58.15_),MSRP $58.145
2017 Acura NSX Base,2017,Used,20.9460 mi.,$150_),Not specified
2020 Acura TLX Technology,2020,Used,7.6230 mi.,$29.82_),Not specified
2014 Acura RDX Technology,2014,Used,66.2550 mi.,$19_),Not specified
2020 Acura RDX Technology Package,2020,Used,72.0850 mi.,$28_),Not specified
2020 Acura MDX 3.5L,2020,Used,18.6010 mi.,$30.99_),Not specified
2023 Acura MDX w/Technology Package,2023,New,Not available,$57.65_),MSRP $57.645
2020 Acura MDX 3.5L,2020,Used,13.880 mi.,$34.82_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),Not specified
2022 Acura RDX Base,2022,Acura Certified,3.9550 mi.,$38.49_),$500 price drop
2020 Acura RDX A-Spec,2020,Used,43.8910 mi.,$37.99_),Not specified
2017 Acura RDX Advance Package,2017,Used,55.3950 mi.,$25.42_),$1.079 price drop
2014 Acura MDX 3.5L,2014,Used,110.150 mi.,$18_),Not specified
2015 Acura ILX 2.0L Technology,2015,Used,107.0730 mi.,$17_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$50.59_),MSRP $50.595
2020 Acura MDX 3.5L w/Technology Package,2020,Used,75.6670 mi.,$28_),$1.000 price drop
2020 Acura RDX Advance Package,2020,Used,15.4670 mi.,$42_),Not specified
2019 Acura RDX Technology Package,2019,Used,13.8230 mi.,$35.89_),$100 price drop
2019 Acura RDX Base,2019,Used,14.3120 mi.,$33.91_),Not specified
2020 Acura MDX 3.5L w/Advance Package,2020,Used,60.8540 mi.,$37.78_),Not specified
2014 Acura RDX Base,2014,Used,129.9030 mi.,$14.05_),Not specified
2019 Acura MDX 3.5L w/Technology Package,2019,Used,63.4390 mi.,$26.99_),$500 price drop
2020 Acura MDX 3.5L w/Technology Package,2020,Used,66.9210 mi.,$29.39_),Not specified
2020 Acura MDX 3.5L w/Advance & Entertainment Pkgs,2020,Used,26.3320 mi.,$42_),Not specified
2021 Acura ILX Premium & A-SPEC Packages,2021,Used,36.1360 mi.,$26.58_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$55.95_),Not specified
2020 Acura RDX Technology Package,2020,Used,18.5060 mi.,$38_),Not specified
2020 Acura MDX 3.5L Technology & A-Spec Pkgs,2020,Acura Certified,6.3090 mi.,$45.78_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,72.8690 mi.,$32.80_),Not specified
2017 Acura RDX Advance Package,2017,Used,43.5170 mi.,$27.99_),Not specified
2017 Acura RDX Base,2017,Used,72.7570 mi.,$20.44_),Not specified
2014 Acura MDX 3.5L Technology Package,2014,Used,58.6770 mi.,$24.97_),Not specified
2017 Acura RDX Advance Package,2017,Used,49.0550 mi.,$28_),$1.571 price drop
2019 Acura MDX 3.5L,2019,Used,13.9980 mi.,$34.99_),Not specified
2015 Acura MDX 3.5L Technology Package,2015,Used,73.310 mi.,$22.50_),Not specified
2019 Acura RDX Base,2019,Used,30.9980 mi.,$31.50_),$1.400 price drop
2013 Acura RDX Technology,2013,Used,89.3780 mi.,$17_),Not specified
2020 Acura RDX Advance Package,2020,Used,45.1220 mi.,$35_),Not specified
2022 Acura RDX Technology Package,2022,New,Not available,$46.65_),Not specified
2019 Acura MDX 3.5L w/Advance & Entertainment Pkgs,2019,Used,25.7780 mi.,$40_),$1.000 price drop
2023 Acura Integra w/A-Spec Tech Package,2023,New,Not available,$37.40_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Acura Certified,27.0530 mi.,$39.68_),Not specified
2021 Acura RDX A-Spec,2021,Acura Certified,39.0250 mi.,$39.50_),$200 price drop
2016 Acura RDX Advance Package,2016,Used,73.5470 mi.,$16.99_),$500 price drop
2020 Acura MDX 3.5L,2020,Used,28.7670 mi.,$33.99_),Not specified
2019 Acura MDX 3.5L Technology & A-Spec Pkgs,2019,Acura Certified,52.1320 mi.,$34.77_),Not specified
2017 Acura MDX 3.5L,2017,Used,102.9150 mi.,$28.89_),Not specified
2023 Acura Integra A-Spec,2023,New,Not available,$33.90_),MSRP $33.895
2010 Acura TL Technology,2010,Used,186.6780 mi.,$8.50_),Not specified
2020 Acura RDX Base,2020,Acura Certified,27.5820 mi.,$32.27_),Not specified
2020 Acura RDX Technology Package,2020,Used,45.2330 mi.,$33.93_),Not specified
2019 Acura MDX 3.5L w/Advance Package,2019,Used,21.9760 mi.,$38_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Acura Certified,45.5660 mi.,$33.87_),$192 price drop
2022 Acura MDX Advance,2022,Used,17.4240 mi.,$53.90_),Not specified
2019 Acura TLX V6 Technology & A-Spec,2019,Used,44.210 mi.,$32_),Not specified
2023 Acura RDX A-Spec Advance Package,2023,New,Not available,$55.05_),MSRP $55.045
2019 Acura RDX Technology Package,2019,Used,52.5350 mi.,$31_),Not specified
2019 Acura RDX Technology Package,2019,Acura Certified,15.8710 mi.,$33.99_),Not specified
2020 Acura MDX 3.5L Technology & A-Spec Pkgs,2020,Acura Certified,52.2780 mi.,$36.78_),Not specified
2020 Acura RDX A-Spec,2020,Used,31.9880 mi.,$37.98_),$2.000 price drop
2019 Acura RDX Technology Package,2019,Used,27.2820 mi.,$36_),$1.000 price drop
2023 Acura Integra w/A-Spec Tech Package,2023,New,Not available,$37.40_),Not specified
2023 Acura Integra w/A-Spec Package,2023,New,Not available,$35.09_),Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),MSRP $37.395
2020 Acura RDX Technology Package,2020,Used,9.50 mi.,$36.99_),$3.000 price drop
2020 Acura MDX 3.5L,2020,Acura Certified,30.6650 mi.,$35.46_),Not specified
2023 Acura RDX Technology Package,2023,New,Not available,$47.40_),MSRP $47.395
2019 Acura RDX Advance Package,2019,Used,25.6370 mi.,$36_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,31.8780 mi.,$38.59_),Not specified
2012 Acura TSX 2.4,2012,Used,93.8310 mi.,$14.59_),Not specified
2005 Acura TL 3.2,2005,Used,137.2280 mi.,$8.50_),Not specified
2020 Acura RDX Base,2020,Used,34.5070 mi.,Not Priced,Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$38.79_),MSRP $38.095
2020 Acura RDX A-Spec,2020,Used,21.5140 mi.,$36.48_),$3.205 price drop
2014 Acura RDX Tech Pkg,2014,Used,116.3920 mi.,$19_),Not specified
2023 Acura RDX A-Spec,2023,New,Not available,$51.20_),MSRP $51.195
2019 Acura RDX Technology Package,2019,Used,20.4650 mi.,$31.95_),$929 price drop
2015 Acura MDX 3.5L w/Technology & Entertainment Pkgs,2015,Used,104.8040 mi.,$19_),Not specified
2015 Acura RDX Base,2015,Used,60.9950 mi.,$22.81_),Not specified
2017 Acura MDX 3.5L w/Advance Package,2017,Used,100.3050 mi.,$24.68_),Not specified
2013 Acura MDX 3.7L Technology,2013,Used,165.0 mi.,$11.99_),Not specified
2015 Acura RDX Technology Package,2015,Used,97.2410 mi.,$19_),Not specified
2023 Acura Integra Base,2023,New,Not available,$31.39_),MSRP $32.395
2023 Acura MDX Advance,2023,New,Not available,$65.30_),Not specified
2020 Acura RDX Technology Package,2020,Used,26.5290 mi.,$33.39_),$606 price drop
2022 Acura RDX Base,2022,Used,4.3460 mi.,$41.49_),$600 price drop
2022 Acura MDX Type S w/Advance Package,2022,Used,2.820 mi.,$67.99_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,15.8750 mi.,$38.49_),Not specified
2020 Acura RDX Base,2020,Used,37.3690 mi.,$31.94_),Not specified
2020 Acura MDX 3.5L,2020,Used,32.0120 mi.,$33.99_),Not specified
2003 Acura NSX T,2003,Used,27.0960 mi.,$169.90_),$3.000 price drop
2020 Acura RDX Base,2020,Used,21.5420 mi.,$33.51_),$339 price drop
2019 Acura RDX Base,2019,Used,26.8050 mi.,$27.40_),Not specified
2019 Acura MDX 3.5L w/Technology & Entertainment Pkgs,2019,Used,44.5830 mi.,$33.49_),$3.501 price drop
2021 Acura ILX Base,2021,Acura Certified,18.8040 mi.,$26.12_),Not specified
2023 Acura Integra A-Spec,2023,New,Not available,$35.09_),Not specified
2016 Acura RDX Technology Package,2016,Used,30.7520 mi.,$26_),Not specified
2011 Acura TL Technology,2011,Used,147.330 mi.,$11.99_),Not specified
2022 Acura MDX Advance,2022,New,Not available,$62.49_),MSRP $62.495
2021 Acura RDX Base,2021,Used,9.350 mi.,$35.50_),Not specified
2023 Acura MDX Advance,2023,New,Not available,$65.19_),MSRP $65.195
2016 Acura MDX 3.5L w/Technology & Entertainment Pkgs,2016,Used,75.20 mi.,$24_),Not specified
2020 Acura MDX 3.5L,2020,Used,43.1860 mi.,$34.99_),Not specified
2023 Acura MDX w/Technology Package,2023,New,Not available,$57.65_),MSRP $57.645
2020 Acura MDX 3.5L,2020,Acura Certified,16.6010 mi.,$35.77_),Not specified
2015 Acura RDX Technology Package,2015,Used,82.0820 mi.,$22_),$500 price drop
2013 Acura ZDX Base,2013,Used,7.6450 mi.,$34_),$8.000 price drop
2022 Acura TLX A-Spec,2022,New,Not available,$49.45_),Not specified
2014 Acura RDX Technology,2014,Used,101.380 mi.,$16.33_),$368 price drop
2019 Acura RDX Technology Package,2019,Acura Certified,22.4880 mi.,$37.90_),$2.350 price drop
2021 Acura RDX Technology Package,2021,Used,11.0660 mi.,$39.50_),Not specified
2020 Acura RDX Technology Package,2020,Used,32.3420 mi.,$33.95_),Not specified
2019 Acura MDX 3.5L Technology & A-Spec Pkgs,2019,Used,63.310 mi.,$32.99_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$47.49_),MSRP $47.495
2023 Acura MDX Advance,2023,New,Not available,$65.30_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,12.8120 mi.,$39.74_),$846 price drop
2021 Acura RDX Base,2021,Used,26.0810 mi.,$36.99_),Not specified
2016 Acura RDX Technology & AcuraWatch Plus Packages,2016,Used,55.9880 mi.,$22.50_),$338 price drop
2020 Acura MDX 3.5L,2020,Acura Certified,11.3540 mi.,$35.09_),$7.305 price drop
2019 Acura MDX 3.5L,2019,Used,53.6330 mi.,$27.99_),Not specified
2020 Acura MDX 3.5L,2020,Used,33.0740 mi.,$38_),Not specified
2020 Acura MDX 3.5L,2020,Acura Certified,30.0070 mi.,$33.50_),$1.000 price drop
2012 Acura MDX 3.7L Technology,2012,Used,126.7920 mi.,$11.79_),Not specified
2023 Acura Integra A-Spec,2023,New,Not available,$35.09_),MSRP $35.095
2007 Acura RDX Technology,2007,Used,140.370 mi.,$7_),Not specified
2017 Acura RDX Technology Package,2017,Used,54.2360 mi.,$23.97_),$400 price drop
2020 Acura RDX Technology Package,2020,Used,30.2210 mi.,$30_),$1.000 price drop
2019 Acura RDX A-Spec,2019,Used,49.0540 mi.,$33.90_),Not specified
2009 Acura RDX Base (A5),2009,Used,114.5510 mi.,$11.30_),Not specified
2020 Acura RDX Technology Package,2020,Used,34.6380 mi.,$31.14_),$11.755 price drop
2019 Acura RDX Base,2019,Used,23.4460 mi.,$29.90_),$2.000 price drop
2017 Acura RDX Technology & AcuraWatch Plus Packages,2017,Used,114.2810 mi.,$17_),Not specified
2019 Acura RDX Base,2019,Used,38.4360 mi.,$29.41_),Not specified
2020 Acura RDX Technology Package,2020,Used,25.9870 mi.,$33.24_),$920 price drop
2018 Acura RDX ,2018,Used,42.680 mi.,$27.90_),Not specified
2020 Acura RDX Advance Package,2020,Used,30.7580 mi.,$34.88_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Acura Certified,36.8680 mi.,$39.89_),Not specified
2020 Acura TLX Technology,2020,Used,25.1980 mi.,$26.56_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.74_),Not specified
2018 Acura RDX ,2018,Used,56.3150 mi.,$28_),Not specified
2014 Acura MDX 3.5L,2014,Used,94.9080 mi.,$19.98_),Not specified
2020 Acura MDX 3.5L,2020,Used,40.4020 mi.,$31.87_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$55.45_),MSRP $55.445
2020 Acura MDX 3.5L,2020,Used,35.1770 mi.,$34.99_),Not specified
2023 Acura MDX Advance,2023,New,Not available,$65.19_),Not specified
2016 Acura RDX Base,2016,Used,79.5440 mi.,$21_),Not specified
2014 Acura MDX 3.5L Technology Package,2014,Used,115.9240 mi.,$16.37_),$101 price drop
2023 Acura RDX A-Spec,2023,New,Not available,$51.20_),Not specified
2017 Acura NSX Coupe,2017,Used,17.5470 mi.,$128.78_),$1.122 price drop
2023 Acura Integra w/A-Spec Package,2023,New,Not available,$35.09_),MSRP $35.095
2012 Acura TL 3.7 Advance,2012,Used,51.2860 mi.,$19.19_),Not specified
2013 Acura TL 3.5,2013,Used,222.6780 mi.,$8.50_),Not specified
2023 Acura MDX Type S w/Advance,2023,New,Not available,$74.39_),MSRP $73.200
